集計期間,売上,会計数,会計単価,客数,客単価,商品数,現金支払合計額,現金その他支払合計額,割引額,取引No,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード(オンライン決済),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジ担当者名,ID,カテゴリー名,メニュー名,価格,注文数量
,,,,,,,,,,RB0120260108225548000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7226375C98D4400A445851685FE1FFB,ジャパニーズカクテル,Hojicha Negroni,1700,1
,,,,,,,,,,RB0120260108225548000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7226375C98D4400A445851685FE1FFB,ジャパニーズウイスキー,富士,3400,1
,,,,,,,,,,000120260109205544618,2026/01/09,20:56:24,19200,19200,1745,0,19200,1745,0,19200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,01:36:54,"1, 2, 3, A, B",大泉,FD4C30A5304A4A4983487CD011884886,その他,tablecharge,500,5
,,,,,,,,,,000120260109205544618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FD4C30A5304A4A4983487CD011884886,ジャパニーズウイスキー,宮城峡,1600,0
,,,,,,,,,,000120260109205544618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FD4C30A5304A4A4983487CD011884886,ビール,ガージェリー,1300,1
,,,,,,,,,,000120260109205544618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FD4C30A5304A4A4983487CD011884886,アラカルト,鶏もものソテー,1800,3
,,,,,,,,,,000120260109205544618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FD4C30A5304A4A4983487CD011884886,ご飯もの,ラザニア,1600,1
,,,,,,,,,,000120260109205544618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FD4C30A5304A4A4983487CD011884886,オリジナルカクテル,Syndicate,1800,1
,,,,,,,,,,000120260109205544618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FD4C30A5304A4A4983487CD011884886,オリジナルカクテル,Cafe Oaxaca,1600,2
,,,,,,,,,,000120260109205544618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FD4C30A5304A4A4983487CD011884886,ソフトドリンク,ジンジャーエール,800,2
,,,,,,,,,,000120260109205544618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FD4C30A5304A4A4983487CD011884886,ワイン（グラス）,"サングリア赤　1,800円",1800,1
,,,,,,,,,,000120260109210434780,2026/01/09,21:05:44,17400,17400,1581,0,17400,1581,0,17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,01:46:15,"1, 2, 3, A, B",大泉,ED7C4BED9075486383CC70C532D93BFC,その他,tablecharge,500,5
,,,,,,,,,,000120260109210434780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED7C4BED9075486383CC70C532D93BFC,その他,丸氷,100,2
,,,,,,,,,,000120260109210434780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED7C4BED9075486383CC70C532D93BFC,ジャパニーズウイスキー,宮城峡,1600,0
,,,,,,,,,,000120260109210434780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED7C4BED9075486383CC70C532D93BFC,ワイン（グラス）,デバルド・ロッソ,1200,2
,,,,,,,,,,000120260109210434780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED7C4BED9075486383CC70C532D93BFC,アラカルト,鶏もものソテー,1800,0
,,,,,,,,,,000120260109210434780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED7C4BED9075486383CC70C532D93BFC,ご飯もの,マルゲリータ,1800,2
,,,,,,,,,,000120260109210434780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED7C4BED9075486383CC70C532D93BFC,ジャパニーズカクテル,Niu Japonica,1600,0
,,,,,,,,,,000120260109210434780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED7C4BED9075486383CC70C532D93BFC,ご飯もの,ラザニア,1600,0
,,,,,,,,,,000120260109210434780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED7C4BED9075486383CC70C532D93BFC,スナック,いぶりがっこ,300,1
,,,,,,,,,,000120260109210434780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED7C4BED9075486383CC70C532D93BFC,オリジナルカクテル,セイロンバックスフィズ,1500,0
,,,,,,,,,,000120260109210434780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED7C4BED9075486383CC70C532D93BFC,オリジナルカクテル,Espresso Martini,1800,2
,,,,,,,,,,000120260109210434780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED7C4BED9075486383CC70C532D93BFC,ジャパニーズカクテル,焙じ茶ジンソーダ,1400,0
,,,,,,,,,,000120260109210434780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED7C4BED9075486383CC70C532D93BFC,ウイスキー,ジョニーウォーカー ゴールドラベル,1600,3
,,,,,,,,,,RB0120260109191929000,2026/01/09,21:09:17,29480,26800,2680,0,29480,2680,0,29480,0,0,0,0,0,0,0,0,0,0,0,0,0,2680,0,2680,13,22,01:49:48,"1, 2, 3, A, B",大泉,136D11F61EB64B67BD03DA3CD207A7DF,その他,tablecharge,500,7
,,,,,,,,,,RB0120260109191929000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136D11F61EB64B67BD03DA3CD207A7DF,ジャパニーズウイスキー,宮城峡,1600,1
,,,,,,,,,,RB0120260109191929000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136D11F61EB64B67BD03DA3CD207A7DF,ワイン（グラス）,デバルド・ロッソ,1200,3
,,,,,,,,,,RB0120260109191929000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136D11F61EB64B67BD03DA3CD207A7DF,アラカルト,鶏もものソテー,1800,1
,,,,,,,,,,RB0120260109191929000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136D11F61EB64B67BD03DA3CD207A7DF,ジャパニーズカクテル,Niu Japonica,1600,2
,,,,,,,,,,RB0120260109191929000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136D11F61EB64B67BD03DA3CD207A7DF,ご飯もの,ラザニア,1600,3
,,,,,,,,,,RB0120260109191929000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136D11F61EB64B67BD03DA3CD207A7DF,オリジナルカクテル,セイロンバックスフィズ,1500,1
,,,,,,,,,,RB0120260109191929000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136D11F61EB64B67BD03DA3CD207A7DF,オリジナルカクテル,Tommy's Verde Margarita,1800,3
,,,,,,,,,,RB0120260109191929000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136D11F61EB64B67BD03DA3CD207A7DF,ジャパニーズカクテル,焙じ茶ジンソーダ,1400,1
,,,,,,,,,,RB0120260109183655000,2026/01/09,21:13:36,15840,17600,1440,0,15840,1440,0,15840,0,0,0,0,0,0,0,0,0,0,0,0,0,-1760,0,-1760,2,16,02:36:40,C,大泉,0DE93225D6FE4270BFA0734AE7BFE537,未設定,No charge,0,1
,,,,,,,,,,RB0120260109183655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0DE93225D6FE4270BFA0734AE7BFE537,スナック,MIXローストナッツ,800,1
,,,,,,,,,,RB0120260109183655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0DE93225D6FE4270BFA0734AE7BFE537,その他,tablecharge,500,1
,,,,,,,,,,RB0120260109183655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0DE93225D6FE4270BFA0734AE7BFE537,その他,丸氷,100,1
,,,,,,,,,,RB0120260109183655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0DE93225D6FE4270BFA0734AE7BFE537,ウイスキー（ハイボール・ボトル・オリジナル）,ハウスハイボール,1300,1
,,,,,,,,,,RB0120260109183655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0DE93225D6FE4270BFA0734AE7BFE537,ウイスキー,タリスカー10年,1400,1
,,,,,,,,,,RB0120260109183655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0DE93225D6FE4270BFA0734AE7BFE537,ビール,ガージェリー,1300,2
,,,,,,,,,,RB0120260109183655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0DE93225D6FE4270BFA0734AE7BFE537,アラカルト,フレンチフライ,1000,1
,,,,,,,,,,RB0120260109183655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0DE93225D6FE4270BFA0734AE7BFE537,ご飯もの,マルゲリータ,1800,1
,,,,,,,,,,RB0120260109183655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0DE93225D6FE4270BFA0734AE7BFE537,スナック,いぶりがっこ,300,1
,,,,,,,,,,RB0120260109183655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0DE93225D6FE4270BFA0734AE7BFE537,ウイスキー,シングルトン12年,1400,1
,,,,,,,,,,RB0120260109183655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0DE93225D6FE4270BFA0734AE7BFE537,ウイスキー,ロイヤルブラックラ 12年,1800,1
,,,,,,,,,,RB0120260109183655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0DE93225D6FE4270BFA0734AE7BFE537,ウイスキー,アードベック 10年,1600,1
,,,,,,,,,,RB0120260109183655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0DE93225D6FE4270BFA0734AE7BFE537,ウイスキー,ブッシュミルズ12年,1200,1
,,,,,,,,,,RB0120260109183655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0DE93225D6FE4270BFA0734AE7BFE537,ジャパニーズウイスキー,余市,1800,1
,,,,,,,,,,RB0120260109211144000,2026/01/09,21:36:32,7150,6500,650,0,7150,650,0,7150,0,0,0,0,0,0,0,0,0,0,0,0,0,650,0,650,6,7,00:24:47,"1, 2, 3",大泉,36913816AD584F0DB1314D1E9DFE7256,未設定,No charge,0,6
,,,,,,,,,,RB0120260109211144000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36913816AD584F0DB1314D1E9DFE7256,ワイン,テバルド・ロッソ,6500,1
,,,,,,,,,,RB0120260109211905000,2026/01/09,21:59:18,9350,8500,850,0,9350,850,10000,0,0,0,0,0,0,0,0,0,0,0,0,650,0,850,0,850,2,7,00:40:12,E,橋本,975E59D5926F4D1EAED14FCFD06D0014,その他,tablecharge,500,2
,,,,,,,,,,RB0120260109211905000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975E59D5926F4D1EAED14FCFD06D0014,カクテル,クラシックカクテル,1300,1
,,,,,,,,,,RB0120260109211905000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975E59D5926F4D1EAED14FCFD06D0014,ご飯もの,禁断パスタ,1800,1
,,,,,,,,,,RB0120260109211905000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975E59D5926F4D1EAED14FCFD06D0014,ジャパニーズカクテル,Niu Japonica,1600,1
,,,,,,,,,,RB0120260109211905000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975E59D5926F4D1EAED14FCFD06D0014,ジャパニーズカクテル,焙じ茶ジンソーダ,1400,2
,,,,,,,,,,RB0120260109214134000,2026/01/09,22:11:17,6050,5500,550,0,6050,550,0,6050,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,550,2,5,00:29:43,"8, 9",橋本,FE0E05C14C31453A9872122B27BF29A5,スナック,生チョコレート,1000,1
,,,,,,,,,,RB0120260109214134000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FE0E05C14C31453A9872122B27BF29A5,その他,tablecharge,500,2
,,,,,,,,,,RB0120260109214134000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FE0E05C14C31453A9872122B27BF29A5,ジャパニーズウイスキー,知多,1700,1
,,,,,,,,,,RB0120260109214134000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FE0E05C14C31453A9872122B27BF29A5,ジャパニーズウイスキー,白州,1800,1
,,,,,,,,,,RB0120260109214030000,2026/01/09,23:18:20,7260,6600,660,0,7260,660,10260,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,660,0,660,2,6,01:37:49,"4, 5",橋本,F201874270354AAB956062AB5E84FBDB,スナック,生チョコレート,1000,1
,,,,,,,,,,RB0120260109214030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F201874270354AAB956062AB5E84FBDB,その他,tablecharge,500,2
,,,,,,,,,,RB0120260109214030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F201874270354AAB956062AB5E84FBDB,ビール,ハートランド,1000,1
,,,,,,,,,,RB0120260109214030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F201874270354AAB956062AB5E84FBDB,オリジナルカクテル,Syndicate,1800,1
,,,,,,,,,,RB0120260109214030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F201874270354AAB956062AB5E84FBDB,オリジナルカクテル,Tommy's Verde Margarita,1800,1
,,,,,,,,,,RB0120260109223727000,2026/01/10,00:06:38,12650,11500,1150,0,12650,1150,0,12650,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,0,1150,3,9,01:29:10,A,橋本,B0A9A0F68AA94968B2AACB6D7FDE444B,スナック,MIXローストナッツ,800,1
,,,,,,,,,,RB0120260109223727000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B0A9A0F68AA94968B2AACB6D7FDE444B,その他,tablecharge,500,3
,,,,,,,,,,RB0120260109223727000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B0A9A0F68AA94968B2AACB6D7FDE444B,ジャパニーズカクテル,山葵と梨のスマッシュ,2300,1
,,,,,,,,,,RB0120260109223727000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B0A9A0F68AA94968B2AACB6D7FDE444B,ジャパニーズカクテル,Japanese High Tea,1800,1
,,,,,,,,,,RB0120260109223727000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B0A9A0F68AA94968B2AACB6D7FDE444B,ジャパニーズカクテル,Hojicha Negroni,1700,2
,,,,,,,,,,RB0120260109223727000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B0A9A0F68AA94968B2AACB6D7FDE444B,ウイスキー,ハイランドパーク12年,1700,1
,,,,,,,,,,RB0120260110184711000,2026/01/10,21:02:06,126000,126000,11454,0,126000,11454,0,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,02:14:55,"A, B, C, D, E",橋本,61AFE7322EA34472A63E8D32C658459A,未設定,7000円飲み放題付（2時間制）,7000,18
,,,,,,,,,,RB0120260110175940000,2026/01/10,21:07:14,23000,23000,2090,0,23000,2090,0,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,03:07:34,"1, 2, 3",橋本,A30E41F22633410BA3799F372BCC4BD4,デザート,アイスクリーム,1200,2
,,,,,,,,,,RB0120260110175940000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A30E41F22633410BA3799F372BCC4BD4,コース&セット,その他CLPコース,5500,3
,,,,,,,,,,RB0120260110175940000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A30E41F22633410BA3799F372BCC4BD4,ウイスキー（ハイボール・ボトル・オリジナル）,ハウスハイボール,1300,1
,,,,,,,,,,RB0120260110175940000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A30E41F22633410BA3799F372BCC4BD4,ご飯もの,ラザニア,1600,1
,,,,,,,,,,RB0120260110175940000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A30E41F22633410BA3799F372BCC4BD4,ドリンク,梅酒,1200,1
,,,,,,,,,,RB0120260110212258000,2026/01/10,22:23:24,2100,3500,190,0,2100,190,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,-1400,0,-1400,1,4,01:00:26,6,橋本,94D547C3074040CFB90F006C174D9157,未設定,No charge,0,1
,,,,,,,,,,RB0120260110212258000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94D547C3074040CFB90F006C174D9157,その他,丸氷,100,1
,,,,,,,,,,RB0120260110212258000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94D547C3074040CFB90F006C174D9157,ジャパニーズウイスキー,竹鶴,1700,1
,,,,,,,,,,RB0120260110212258000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94D547C3074040CFB90F006C174D9157,ジャパニーズカクテル,Hojicha Negroni,1700,1
,,,,,,,,,,RB0120260110214913000,2026/01/10,23:15:48,12690,14100,1153,0,12690,1153,0,12690,0,0,0,0,0,0,0,0,0,0,0,0,0,-1410,0,-1410,2,13,01:26:34,"1, 2",橋本,411AF3820D3B4D769BD8AED2B90D5861,未設定,No charge,0,2
,,,,,,,,,,RB0120260110214913000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411AF3820D3B4D769BD8AED2B90D5861,ウイスキー（ハイボール・ボトル・オリジナル）,ハウスハイボール,1300,4
,,,,,,,,,,RB0120260110214913000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411AF3820D3B4D769BD8AED2B90D5861,ビール,ガージェリー,1300,2
,,,,,,,,,,RB0120260110214913000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411AF3820D3B4D769BD8AED2B90D5861,アラカルト,フレンチフライ,1000,1
,,,,,,,,,,RB0120260110214913000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411AF3820D3B4D769BD8AED2B90D5861,アラカルト,唐揚げ,1300,1
,,,,,,,,,,RB0120260110214913000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411AF3820D3B4D769BD8AED2B90D5861,ご飯もの,ラザニア,1600,1
,,,,,,,,,,RB0120260110214913000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411AF3820D3B4D769BD8AED2B90D5861,ドリンク,梅酒,1200,2
,,,,,,,,,,RB0120260110213920000,2026/01/10,23:30:45,15620,14200,1420,0,15620,1420,20000,0,0,0,0,0,0,0,0,0,0,0,0,4380,0,1420,0,1420,2,13,01:51:25,E,橋本,18515ADA2A854F019A60D654CBA330F5,その他,tablecharge,500,2
,,,,,,,,,,RB0120260110213920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18515ADA2A854F019A60D654CBA330F5,その他,丸氷,100,1
,,,,,,,,,,RB0120260110213920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18515ADA2A854F019A60D654CBA330F5,ウイスキー（ハイボール・ボトル・オリジナル）,ハウスハイボール,1300,2
,,,,,,,,,,RB0120260110213920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18515ADA2A854F019A60D654CBA330F5,ビール,ハートランド,1000,1
,,,,,,,,,,RB0120260110213920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18515ADA2A854F019A60D654CBA330F5,ビール,ガージェリー,1300,1
,,,,,,,,,,RB0120260110213920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18515ADA2A854F019A60D654CBA330F5,サラダ,シーザーサラダ フル,1600,1
,,,,,,,,,,RB0120260110213920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18515ADA2A854F019A60D654CBA330F5,アラカルト,フレンチフライ,1000,1
,,,,,,,,,,RB0120260110213920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18515ADA2A854F019A60D654CBA330F5,アラカルト,唐揚げ,1300,1
,,,,,,,,,,RB0120260110213920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18515ADA2A854F019A60D654CBA330F5,ノンアルコールカクテル,シャーリーテンプル,1300,1
,,,,,,,,,,RB0120260110213920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18515ADA2A854F019A60D654CBA330F5,オリジナルカクテル,ハーバルウォッカトニック,1800,1
,,,,,,,,,,RB0120260110213920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18515ADA2A854F019A60D654CBA330F5,ドリンク,梅酒,1200,1
,,,,,,,,,,RB0120260110230858000,2026/01/11,01:02:38,3410,3100,310,0,3410,310,0,3410,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,310,1,3,01:53:40,6,橋本,CB7E862A9B984DE78D37B8F936F54091,その他,tablecharge,500,1
,,,,,,,,,,RB0120260110230858000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB7E862A9B984DE78D37B8F936F54091,スナック,鴨のスモーク,800,1
,,,,,,,,,,RB0120260110230858000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB7E862A9B984DE78D37B8F936F54091,ジャパニーズカクテル,本わさびジンソニック,1800,1
,,,,,,,,,,RB0120260111181437000,2026/01/11,20:32:59,18210,21100,1655,0,18210,1655,0,18210,0,0,0,0,0,0,0,0,0,0,0,0,0,-2890,0,-2890,2,15,02:18:22,C,大泉,58003D6CADF54747A3FFFC1099040F66,スナック,生チョコレート,1000,1
,,,,,,,,,,RB0120260111181437000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58003D6CADF54747A3FFFC1099040F66,その他,tablecharge,500,2
,,,,,,,,,,RB0120260111181437000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58003D6CADF54747A3FFFC1099040F66,ウイスキー（ハイボール・ボトル・オリジナル）,ウイスキー,1900,3
,,,,,,,,,,RB0120260111181437000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58003D6CADF54747A3FFFC1099040F66,ウイスキー（ハイボール・ボトル・オリジナル）,ハウスハイボール,1300,1
,,,,,,,,,,RB0120260111181437000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58003D6CADF54747A3FFFC1099040F66,ジャパニーズウイスキー,響　ブレンダーズチョイス,3000,1
,,,,,,,,,,RB0120260111181437000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58003D6CADF54747A3FFFC1099040F66,ビール,ガージェリー,1300,3
,,,,,,,,,,RB0120260111181437000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58003D6CADF54747A3FFFC1099040F66,ワイン（グラス）,デバルド・ビアンコ,1200,2
,,,,,,,,,,RB0120260111181437000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58003D6CADF54747A3FFFC1099040F66,アラカルト,フレンチフライ,1000,1
,,,,,,,,,,RB0120260111181437000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58003D6CADF54747A3FFFC1099040F66,ご飯もの,マルゲリータ,1800,1
,,,,,,,,,,RB0120260111211228000,2026/01/11,21:44:55,18810,17100,1710,0,18810,1710,0,18810,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,0,1710,4,12,00:32:26,E,大泉,52C5F7E8D91B4F9DB05CE5477781B0CC,その他,tablecharge,500,4
,,,,,,,,,,RB0120260111211228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52C5F7E8D91B4F9DB05CE5477781B0CC,カクテル,クラシックカクテル,1700,1
,,,,,,,,,,RB0120260111211228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52C5F7E8D91B4F9DB05CE5477781B0CC,ウイスキー（ハイボール・ボトル・オリジナル）,プレミアムハウスハイボール,2000,1
,,,,,,,,,,RB0120260111211228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52C5F7E8D91B4F9DB05CE5477781B0CC,ジャパニーズウイスキー,宮城峡,1600,1
,,,,,,,,,,RB0120260111211228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52C5F7E8D91B4F9DB05CE5477781B0CC,ジャパニーズウイスキー,白州,1800,1
,,,,,,,,,,RB0120260111211228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52C5F7E8D91B4F9DB05CE5477781B0CC,ジャパニーズカクテル,山葵と梨のスマッシュ,2300,1
,,,,,,,,,,RB0120260111211228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52C5F7E8D91B4F9DB05CE5477781B0CC,オリジナルカクテル,Arrow Head,2000,1
,,,,,,,,,,RB0120260111211228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52C5F7E8D91B4F9DB05CE5477781B0CC,オリジナルカクテル,Arrow Head,2000,1
,,,,,,,,,,RB0120260111211228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52C5F7E8D91B4F9DB05CE5477781B0CC,ジャパニーズカクテル,Hojicha Negroni,1700,1
,,,,,,,,,,RB0120260111195930000,2026/01/11,21:48:25,5500,5000,500,0,5500,500,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,500,2,5,01:48:55,D,大泉,7C028B757D0D43A18969A6C06483FE4D,その他,tablecharge,500,2
,,,,,,,,,,RB0120260111195930000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7C028B757D0D43A18969A6C06483FE4D,ワイン（グラス）,デバルド・ビアンコ,1200,1
,,,,,,,,,,RB0120260111195930000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7C028B757D0D43A18969A6C06483FE4D,ワイン（グラス）,パナメラ・シャルドネ,1600,1
,,,,,,,,,,RB0120260111195930000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7C028B757D0D43A18969A6C06483FE4D,デザート,本日のデザート,1200,1
,,,,,,,,,,RB0120260111211625000,2026/01/11,22:13:15,10670,9700,970,0,10670,970,0,10670,0,0,0,0,0,0,0,0,0,0,0,0,0,970,0,970,4,8,00:56:50,A,大泉,20E2C19151354BA68C41C7075A5160BC,その他,tablecharge,500,4
,,,,,,,,,,RB0120260111211625000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20E2C19151354BA68C41C7075A5160BC,ジャパニーズカクテル,山葵と梨のスマッシュ,2300,1
,,,,,,,,,,RB0120260111211625000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20E2C19151354BA68C41C7075A5160BC,ジャパニーズカクテル,Japanese High Tea,1800,1
,,,,,,,,,,RB0120260111211625000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20E2C19151354BA68C41C7075A5160BC,ジャパニーズカクテル,Niu Japonica,1600,1
,,,,,,,,,,RB0120260111211625000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20E2C19151354BA68C41C7075A5160BC,オリジナルカクテル,Arrow Head,2000,1
,,,,,,,,,,RB0120260111211714000,2026/01/11,22:35:33,8910,8100,810,0,8910,810,0,8910,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,810,2,8,01:18:19,"4, 5",大泉,6986759154BD4D88A86B1577DB45BB04,スナック,ドライフルーツ,1000,1
,,,,,,,,,,RB0120260111211714000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6986759154BD4D88A86B1577DB45BB04,その他,tablecharge,500,2
,,,,,,,,,,RB0120260111211714000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6986759154BD4D88A86B1577DB45BB04,ウイスキー（ハイボール・ボトル・オリジナル）,ハウスハイボール,1300,2
,,,,,,,,,,RB0120260111211714000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6986759154BD4D88A86B1577DB45BB04,スナック,いぶりがっこ,300,1
