集計期間,売上,会計数,会計単価,客数,客単価,商品数,現金支払合計額,現金その他支払合計額,割引額,取引No,来店日,来店時間,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ),QR決済(Airペイ QR),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券内訳,売掛内訳,金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),まとめ買い割引(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジID,レジ担当者名,リソース名,ID,カテゴリー名,メニュー名,種別１,種別２,価格,注文数量,個別割引/割増数量,個別割引/割増単価,単位,個別割引/割増合計額,まとめ買い割引名,まとめ買い割引セット価格,まとめ買い割引セット数,まとめ買い割引数,まとめ買い割引合計額
,,,,,,,,,,HD0020260103183438841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7885D5EFE19144D182620D50922D81BB,串焼き,お好み焼き串,,,308,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103183438841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7885D5EFE19144D182620D50922D81BB,単品料理,揚げ餃子,,,550,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103183438841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7885D5EFE19144D182620D50922D81BB,串焼き,万能ネギのしゃぶ串,,,330,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103183438841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7885D5EFE19144D182620D50922D81BB,串焼き,エビマヨ串,,,365,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103183438841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7885D5EFE19144D182620D50922D81BB,単品料理,桃色片想いのチキン南蛮,,,858,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181955105,2026/01/03,18:18:59,2026/01/03,20:46:10,13346,13346,1213,0,13346,1213,0,13346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,02:27:10,T15,0001,佐藤舞桜,未設定,46FF0C1189EA489FB60CF73309EDC857,串焼き,のりチーズ,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181955105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46FF0C1189EA489FB60CF73309EDC857,串焼き,アスパラ肉巻き,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181955105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46FF0C1189EA489FB60CF73309EDC857,串焼き,えのき肉巻き,,,308,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181955105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46FF0C1189EA489FB60CF73309EDC857,串焼き,うずら肉巻き串,,,275,5,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181955105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46FF0C1189EA489FB60CF73309EDC857,ビール,生ビール,生ジョッキ,,660,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181955105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46FF0C1189EA489FB60CF73309EDC857,サワー,こだわり酒場のレモンサワー,通常,,550,7,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181955105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46FF0C1189EA489FB60CF73309EDC857,単品料理,枝豆,,,418,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181955105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46FF0C1189EA489FB60CF73309EDC857,単品料理,たたききゅうり,,,495,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181955105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46FF0C1189EA489FB60CF73309EDC857,単品料理,軟骨唐揚げ,,,628,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181955105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46FF0C1189EA489FB60CF73309EDC857,お通し,お通し,女性,,330,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181955105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46FF0C1189EA489FB60CF73309EDC857,串焼き,お好み焼き串,,,308,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181955105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46FF0C1189EA489FB60CF73309EDC857,単品料理,揚げ餃子,,,550,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181955105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46FF0C1189EA489FB60CF73309EDC857,串焼き,焼き鳥【せせり】塩,,,308,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181955105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46FF0C1189EA489FB60CF73309EDC857,串焼き,焼き鳥【砂肝】,,,308,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181955105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46FF0C1189EA489FB60CF73309EDC857,串焼き,エビチリ串,,,365,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,2026/01/03,18:08:51,2026/01/03,20:49:56,29207,29207,2655,0,29207,2655,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,0,0,0,0,0,7,65,02:41:04,T4,0001,佐藤舞桜,未設定,96D4F5CBA405486EAEEB2D86C517833D,串焼き,のりチーズ,,,330,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,串焼き,黒チーズ,,,330,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,串焼き,アスパラ肉巻き,,,330,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,串焼き,ミニトマト肉巻き,,,286,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,串焼き,うずら肉巻き串,,,275,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,ビール,生ビール,生ジョッキ,,660,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,サワー,グレープフルーツサワー,グレフルサワー,,550,4,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,アルコール,緑茶ハイ,ノーマル,,495,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,ソフトドリンク,ウーロン茶,,,385,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,ソフトドリンク,カルピス,,,440,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,ソフトドリンク,オレンジ【100%】,,,440,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,ソフトドリンク,コーラ【瓶】,,,440,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,単品料理,たたききゅうり,,,495,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,単品料理,ニラのおひたし,,,528,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,単品料理,軟骨唐揚げ,,,628,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,お通し,お通し,男性,,330,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,お通し,お通し,女性,,330,5,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,串焼き,豚しそ巻き,,,286,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,ソフトドリンク,アサヒZERO,,,495,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,串焼き,豚串,,,330,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,ビール,瓶ビール【赤星】,,,770,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,串焼き,お好み焼き串,,,308,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,ソフトドリンク,お冷,,,0,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,単品料理,わさびと食べる紅生姜のだし巻き,,,660,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,単品料理,チーズの西京焼き,,,770,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,アルコール,抹茶ハイ,ノーマル,,605,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,単品料理,シャカシャカポテト,コンソメ,,638,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,単品料理,シャカシャカポテト,バーベキュー,,638,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,串焼き,焼き鳥【もも】,タレ,,308,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,串焼き,焼き鳥【もも】,塩,,308,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,単品料理,2倍シャカシャカポテト,コンソメ,,1078,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,単品料理,ネギトロユッケ,,,748,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,単品料理,無限ゴボウフライ,,,628,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,単品料理,丸ごとガリトマト,,,715,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,串焼き,万能ネギのしゃぶ串,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,串焼き,焼き鳥【ぼんじり】,タレ,,308,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103181624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96D4F5CBA405486EAEEB2D86C517833D,単品料理,肉野菜炒め,,,825,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180434715,2026/01/03,18:02:33,2026/01/03,20:51:17,60000,60000,5454,0,60000,5454,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,60,02:48:44,"T1, T2",0001,佐藤舞桜,未設定,A704D58C73734DFCBC43B553D9840F4B,飲み放題ドリンク,フリードリンク,グレフルサワー,,0,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180434715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A704D58C73734DFCBC43B553D9840F4B,飲み放題ドリンク,フリードリンク,梅酒【ロック】,,0,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180434715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A704D58C73734DFCBC43B553D9840F4B,飲み放題ドリンク,フリードリンク,ウーロンハイ,,0,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180434715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A704D58C73734DFCBC43B553D9840F4B,飲み放題ドリンク,フリードリンク,ジャスミンハイ,,0,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180434715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A704D58C73734DFCBC43B553D9840F4B,飲み放題ドリンク,フリードリンク,芋【ロック】,,0,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180434715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A704D58C73734DFCBC43B553D9840F4B,飲み放題ドリンク,フリードリンク,麦【ロック】,,0,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180434715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A704D58C73734DFCBC43B553D9840F4B,飲み放題ドリンク,フリードリンク,ジンジャーエール,,0,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180434715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A704D58C73734DFCBC43B553D9840F4B,飲み放題ドリンク,フリードリンク,カルピス,,0,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180434715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A704D58C73734DFCBC43B553D9840F4B,飲み放題ドリンク,フリードリンク,ライムサワー,,0,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180434715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A704D58C73734DFCBC43B553D9840F4B,飲み放題ドリンク,フリードリンク,レモンサワー,,0,5,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180434715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A704D58C73734DFCBC43B553D9840F4B,飲み放題ドリンク,フリードリンク,梅酒【ソーダ】,,0,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180434715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A704D58C73734DFCBC43B553D9840F4B,飲み放題ドリンク,フリードリンク,生ビール,,0,8,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180434715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A704D58C73734DFCBC43B553D9840F4B,飲み放題ドリンク,フリードリンク2,炭酸水,,0,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180434715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A704D58C73734DFCBC43B553D9840F4B,飲み放題ドリンク,フリードリンク2,ピーチウーロン,,0,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180434715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A704D58C73734DFCBC43B553D9840F4B,飲み放題ドリンク,フリードリンク2,ハイボール,,0,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180434715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A704D58C73734DFCBC43B553D9840F4B,飲み放題ドリンク,フリードリンク2,ウーロン茶,,0,6,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180434715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A704D58C73734DFCBC43B553D9840F4B,飲み放題ドリンク,フリードリンク2,カシスオレンジ,,0,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180434715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A704D58C73734DFCBC43B553D9840F4B,飲み放題ドリンク,フリードリンク2,ジントニック,,0,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180434715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A704D58C73734DFCBC43B553D9840F4B,コース,串かめやコース【5000】,,,5000,12,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180145545,2026/01/03,18:01:22,2026/01/03,20:56:54,16643,16643,1513,0,16643,1513,16643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,02:55:32,T12,0001,深沢媛心,未設定,BB368BD4FEC14E779E463B6E0498A41F,串焼き,のりチーズ,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180145545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB368BD4FEC14E779E463B6E0498A41F,串焼き,黒チーズ,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180145545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB368BD4FEC14E779E463B6E0498A41F,串焼き,つくね,,,308,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180145545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB368BD4FEC14E779E463B6E0498A41F,サワー,こだわり酒場のレモンサワー,通常,,550,4,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180145545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB368BD4FEC14E779E463B6E0498A41F,ソフトドリンク,ウーロン茶,,,385,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180145545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB368BD4FEC14E779E463B6E0498A41F,単品料理,枝豆,,,418,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180145545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB368BD4FEC14E779E463B6E0498A41F,単品料理,梅水晶,,,528,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180145545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB368BD4FEC14E779E463B6E0498A41F,単品料理,ニラのおひたし,,,528,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180145545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB368BD4FEC14E779E463B6E0498A41F,お通し,お通し,男性,,330,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180145545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB368BD4FEC14E779E463B6E0498A41F,単品料理,イモフライ,,,418,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180145545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB368BD4FEC14E779E463B6E0498A41F,ソフトドリンク,アサヒZERO,,,495,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180145545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB368BD4FEC14E779E463B6E0498A41F,ビール,瓶ビール【赤星】,,,770,8,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180145545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB368BD4FEC14E779E463B6E0498A41F,単品料理,わさびと食べる紅生姜のだし巻き,,,660,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180145545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB368BD4FEC14E779E463B6E0498A41F,串焼き,万能ネギのしゃぶ串,,,330,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103180145545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB368BD4FEC14E779E463B6E0498A41F,単品料理,桃色片想いのチキン南蛮,,,858,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103171653425,2026/01/03,16:59:59,2026/01/03,21:10:34,30518,30518,2774,0,30518,2774,0,0,0,30518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66,04:10:35,T13,0001,佐藤舞桜,未設定,0845807A923143FAAEC9D2CBF7F70990,串焼き,のりチーズ,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103171653425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0845807A923143FAAEC9D2CBF7F70990,串焼き,黒チーズ,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103171653425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0845807A923143FAAEC9D2CBF7F70990,串焼き,えびしそチーズおろしポン酢,,,365,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103171653425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0845807A923143FAAEC9D2CBF7F70990,串焼き,ミニトマト肉巻き,,,286,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103171653425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0845807A923143FAAEC9D2CBF7F70990,串焼き,うずら肉巻き串,,,275,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103171653425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0845807A923143FAAEC9D2CBF7F70990,ビール,生ビール,生ジョッキ,,660,20,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103171653425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0845807A923143FAAEC9D2CBF7F70990,サワー,こだわり酒場のレモンサワー,通常,,550,4,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103171653425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0845807A923143FAAEC9D2CBF7F70990,サワー,男梅サワー,男梅サワー,,550,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103171653425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0845807A923143FAAEC9D2CBF7F70990,果実酒【鬼おろし】,鬼おろしサワー【果実酒】,パイン【ロック】,,715,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103171653425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0845807A923143FAAEC9D2CBF7F70990,単品料理,枝豆,,,418,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103171653425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0845807A923143FAAEC9D2CBF7F70990,単品料理,いぶりがっこ,,,638,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103171653425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0845807A923143FAAEC9D2CBF7F70990,単品料理,たたききゅうり,,,495,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103171653425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0845807A923143FAAEC9D2CBF7F70990,単品料理,ニラのおひたし,,,528,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103171653425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0845807A923143FAAEC9D2CBF7F70990,単品料理,軟骨唐揚げ,,,628,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103171653425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0845807A923143FAAEC9D2CBF7F70990,お通し,お通し,女性,,330,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103171653425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0845807A923143FAAEC9D2CBF7F70990,お通し,お通し,男性,,330,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260103171653425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0845807A923143FAAEC9D2CBF7F70990,吉野物語【果実酒】1,吉野物語,とまと【ロック】,,715,4,0,0,-,0,,0,0,0,0
